,Dinero prestado,Patrimonio inicial,Hijos,Nivel de estudios
250,1.7739408980271794,2.041544781291607,No,Grado medio
251,1.783270832395762,1.8306753292781925,No,Doctorado
252,2.5531753583045216,3.2232568662886534,Si,Grado medio
253,2.5219013163783512,1.7058267649239995,No,Grado medio
254,2.2788132815988886,2.5460153095640643,Si,Master
255,2.6454379665247014,1.930300978026202,No,Universidad
256,1.6614775337855114,2.0146324519242387,No,Master
257,1.677014422376485,1.9553607736914524,Si,Doctorado
258,2.2269699620196803,1.7778794172064705,No,Master
259,1.5169390425736273,1.7335903582975107,Si,Secundaria
260,2.999607212386521,2.3584472883352126,No,Secundaria
261,2.0640556034523456,2.0474318011588,No,Master
262,2.131901785976349,2.0691898646440956,No,Bachiller
263,1.3750389243653705,2.1361175434011344,No,Secundaria
264,2.776707839421124,2.4522751917359065,Si,Bachiller
265,2.4824887719529696,1.6093472314819461,Si,Universidad
266,1.9268111387051705,1.7046256652041807,No,Doctorado
267,2.234133459241146,1.8875908796991752,Si,Universidad
268,2.2805089831325853,1.5496540165163806,Si,Secundaria
269,1.5120704505361904,1.5354620086280095,No,Secundaria
270,1.6182970308839584,2.816709849707139,No,Grado medio
271,2.465038673672947,1.8735232111129425,No,Bachiller
272,1.9310818777963368,1.9586020064046576,Si,Grado medio
273,1.734698919004516,1.4291942359449157,No,Doctorado
274,2.6272105304332705,1.9957119584216312,No,Secundaria
275,1.570613076377756,2.0651991355073536,Si,Universidad
276,1.7188991197641417,2.6564579584442045,No,Doctorado
277,1.8573400731865728,2.732217857906321,Si,Secundaria
278,1.5894721281118798,2.4582886585430272,No,Secundaria
279,2.11932173552749,2.405156592815089,No,Bachiller
280,1.9672000617227183,1.6135314780752175,Si,Master
281,1.9713364906313664,2.408272895612698,No,Secundaria
282,2.323310543973272,1.5547035068056103,Si,Master
283,2.3725335127272054,1.9163485686805715,Si,Universidad
284,2.4302462841776737,1.8125842066167275,Si,Doctorado
285,1.6436931359547504,1.3447193957163392,No,Universidad
286,1.4927333152359483,1.7560772910699236,No,Master
287,2.6427541741402765,2.1582380011247095,Si,Universidad
288,2.287554065046504,2.1593614134435066,No,Master
289,1.9464395973996056,1.8961355002322335,Si,Master
290,1.751829578521438,2.3242464950515154,No,Universidad
291,2.5666816578245673,1.9368954277403174,Si,Master
292,2.043847293269235,2.4604785046873134,No,Secundaria
293,1.9198094830895778,2.290596539585916,No,Secundaria
294,2.037956445785347,1.556840358971908,No,Master
295,1.9272827368669432,1.554344887457505,No,Bachiller
296,1.9968392996033226,2.1126349028943507,No,Grado medio
297,2.511535649158283,2.7068822124825926,No,Grado medio
298,1.4389393813924516,1.5490717259880256,No,Doctorado
299,2.2109373085682296,1.959166290551207,Si,Universidad
300,1.780462444308798,2.1626247489233403,No,Master
301,1.0830513079409014,1.968543844528732,No,Secundaria
302,2.5808651044214437,1.8933405866286255,No,Grado medio
303,2.051901266493772,1.2401475936532527,Si,Universidad
304,1.9131280500893473,2.022680892982884,Si,Secundaria
305,2.3003507974779436,1.8578236354793303,Si,Grado medio
306,2.891462410182409,2.224795206242928,Si,Universidad
307,1.3820225419347683,2.299421826120652,Si,Grado medio
308,2.2700920059332304,2.1834794907313295,No,Bachiller
309,1.9449043646256512,2.4427007579138498,Si,Bachiller
310,2.290759303335358,1.0851738156463684,No,Universidad
311,2.1340318145355734,1.6253444714243566,Si,Doctorado
312,1.8507363503148029,2.008691559405684,Si,Bachiller
313,1.5208280924017499,1.4891769964500787,Si,Grado medio
314,1.6004700004818972,2.7623644109987135,No,Master
315,2.099873283166978,1.9160737626755278,No,Secundaria
316,2.135385804290033,2.249477435929876,Si,Grado medio
317,2.3776454476294204,1.5169416724769444,Si,Secundaria
318,1.6974041202665329,1.9768944247233124,No,Bachiller
319,1.0892519746877019,2.1063297227078426,No,Secundaria
320,2.549706353723879,1.9332620544552277,No,Master
321,1.9235218103991014,2.334841812244349,Si,Grado medio
322,1.8246672833089486,1.6968361549120958,Si,Grado medio
323,2.292541961699617,2.3357528094015727,Si,Grado medio
324,1.6142671875958319,2.2859983662712686,No,Doctorado
325,3.11555279494132,1.9406422517519566,Si,Universidad
326,2.4119289440210103,1.338889651942501,Si,Master
327,1.801199028282623,2.5660241316128927,Si,Bachiller
328,1.847460689567908,1.7877112266841724,No,Doctorado
329,2.3034717228967434,2.28802859325575,No,Universidad
330,2.3293216364678746,1.5243824538915318,Si,Grado medio
331,1.923668221431742,2.03230915561219,Si,Doctorado
332,2.4367979394901846,2.1711444367368813,No,Bachiller
333,1.5564046599387924,2.2171600575486567,No,Universidad
334,1.601471426504065,2.083345053496231,No,Universidad
335,1.9045606457545416,1.9058226508633547,Si,Doctorado
336,1.119651414041473,2.018475259443278,No,Master
337,1.9314125580481543,1.7029209551269568,No,Universidad
338,1.111798322204161,2.10946314650013,No,Bachiller
339,2.0393613492846816,1.0110784196347122,Si,Universidad
340,2.6282325502232835,2.514939248860619,Si,Secundaria
341,1.8215841415517282,1.513667336851492,Si,Universidad
342,2.279210637243749,1.4159114863177558,No,Bachiller
343,2.1762022189314165,2.464682109904955,Si,Universidad
344,1.8930000981636703,2.4537921845269133,No,Bachiller
345,1.9302281143142284,2.019420023078762,Si,Master
346,2.7043262254149507,1.4849834587151458,Si,Grado medio
347,2.2561134148520416,1.8570266902003842,Si,Grado medio
348,1.9581643284316088,1.399218406146113,Si,Secundaria
349,1.338983981006745,1.765033547349431,Si,Bachiller
350,2.7960090721473674,2.8123791109317637,No,Master
351,2.766756590364659,2.5068940276499383,No,Bachiller
352,2.528035520263346,2.357247734784461,No,Grado medio
353,1.4695765953095157,1.698487519157211,Si,Master
354,3.1476060273407658,1.3991361896347905,No,Doctorado
355,2.0743675611786454,2.4190207479540997,No,Secundaria
356,1.4795564653669508,2.3127665004057576,Si,Master
357,2.607977751580238,2.616116561149336,No,Grado medio
358,2.2583968528781915,1.9765114105941413,Si,Bachiller
359,2.682583523407757,2.040612103681276,No,Bachiller
360,1.4640361227925798,1.9859800274979467,No,Doctorado
361,2.5471396836837648,1.7275460194544534,Si,Bachiller
362,1.428723011099674,2.2960493229088077,No,Bachiller
363,1.9301067837773385,1.8220969800355324,Si,Doctorado
364,2.5110625435641443,2.0435149815874927,Si,Master
365,2.0555601505609173,1.8940598751785989,No,Master
366,2.1340468581092935,2.85948930303228,No,Universidad
367,2.0629403201029275,1.8290847193945243,No,Bachiller
368,1.0447570774225148,2.670891065958466,No,Bachiller
369,2.789828950664386,2.8520181650958576,Si,Universidad
370,1.9910683282647401,2.753927734888314,No,Grado medio
371,1.7363406843169387,2.341018644746926,Si,Doctorado
372,2.0801984806732605,2.3518128278483923,Si,Secundaria
373,2.51758687044567,2.892748238495712,No,Bachiller
374,1.6735392449627182,2.6098989002600055,Si,Universidad
375,2.093162201707275,1.6863441249665152,No,Secundaria
376,1.5584567598534478,1.956597369304893,No,Grado medio
377,2.189563024405737,2.253593239639977,No,Master
378,2.1893021784632345,2.3702608693563394,No,Bachiller
379,1.5907390406682342,1.6606515080440274,Si,Secundaria
380,2.423148350690682,1.350853093263845,No,Doctorado
381,1.5784731985669072,2.762731314021793,Si,Bachiller
382,2.7731389704170586,1.9317139850210412,Si,Bachiller
383,2.0988447024651253,1.9236226299246817,No,Universidad
384,2.150809317554051,1.3612350891907115,No,Doctorado
385,1.4052316190851963,1.7862792579199251,No,Grado medio
386,2.2273523328321176,1.9452710800148068,No,Secundaria
387,2.1051136120593115,1.8843386098707096,No,Universidad
388,1.6457825083703668,2.1111908980673904,Si,Secundaria
389,2.215985369017414,2.155016420354233,Si,Grado medio
390,1.633410991153682,2.2482662711768078,No,Secundaria
391,1.4396826204785573,1.7992114971200386,Si,Grado medio
392,2.6417554824991583,2.167272479842953,Si,Secundaria
393,2.47984585347706,2.559131824374341,No,Universidad
394,1.3466065356249326,1.4705830076606903,Si,Grado medio
395,2.1893633401866484,1.2619368384368719,No,Master
396,2.9028243886343583,1.262432937153316,Si,Secundaria
397,2.452295811588431,1.9584409350640815,Si,Doctorado
398,2.2783979019379337,1.5706466151535565,No,Bachiller
399,1.3162269429548874,2.1006845271787054,No,Grado medio
400,1.6681989954205811,2.7639765822040676,Si,Grado medio
401,2.0926933957694116,1.734513524396715,No,Grado medio
402,1.9183289652513598,2.0094759270044316,No,Universidad
403,2.198612485699066,2.1247754568360144,No,Grado medio
404,1.8900485432937457,2.2083551126462555,No,Secundaria
405,2.354963994422659,2.372149603271379,Si,Universidad
406,2.532249723758346,1.7550008958235839,No,Grado medio
407,2.0951414378712387,1.8184231882585231,Si,Doctorado
408,1.7461658923658603,1.5574928872052491,No,Universidad
409,2.1507588312123116,1.2885711750757913,No,Master
410,1.649108119166868,1.89648379089594,No,Grado medio
411,2.363481787209832,1.9628870418322524,Si,Grado medio
412,2.1890171054814713,2.653366025499859,No,Grado medio
413,2.033643784053781,1.7504232653467346,No,Doctorado
414,2.156916355250209,2.339404757303914,Si,Universidad
415,2.433912269469199,1.849972021458682,No,Universidad
416,1.907177255258806,2.4175278437563206,Si,Grado medio
417,2.270176621434688,2.1246435049338803,No,Master
418,1.4107531841484384,2.2882571324355894,No,Secundaria
419,1.7613901533921827,1.7452174539282272,No,Bachiller
420,2.067558666813246,1.9308844997574997,Si,Grado medio
421,2.323794535904231,2.4146604576089747,No,Bachiller
422,2.6225052721231954,2.6102045149445368,No,Secundaria
423,2.5588841775334523,1.1822028434159,Si,Universidad
424,2.510795397952003,2.5171301245480753,No,Bachiller
425,2.870997348982621,1.460191363236182,No,Universidad
426,1.8616048453821563,1.232977897837401,Si,Bachiller
427,1.6647529321257024,2.020488929621849,No,Universidad
428,2.0598999651104375,1.4445090152416644,Si,Doctorado
429,2.052444249175248,1.5566955328363004,No,Universidad
430,1.4494002759339426,2.1333841220714427,Si,Universidad
431,2.080578155010806,1.8114710879812335,Si,Grado medio
432,1.6289417303616942,1.9063922129327546,No,Secundaria
433,3.4787104811954848,0.9197264149643272,Si,Universidad
434,2.3146476914896272,1.9336263788264405,No,Master
435,2.399056198936517,1.7352633682353729,Si,Grado medio
436,2.330987381968141,2.2337968928686247,Si,Master
437,2.7773646061964814,1.8190582560903708,Si,Doctorado
438,1.5858347940428943,1.6391884016992544,No,Master
439,2.593082893102512,1.903698470744878,Si,Bachiller
440,2.2332032991373354,2.3053934911813734,No,Secundaria
441,2.460028854822264,2.5087617721822815,No,Universidad
442,2.2621565078036103,1.6708833643803773,No,Universidad
443,1.9729012595392352,2.960435715437806,Si,Master
444,2.0644653827888253,1.327323179315355,No,Master
445,1.436988910151601,2.1236286977500987,No,Secundaria
446,3.0440341956584414,1.5122505550195704,No,Bachiller
447,2.4907907310490187,2.0498408723444914,Si,Universidad
448,2.0506766447052462,2.237112518679021,Si,Grado medio
449,1.0707816943627244,1.219528359081044,No,Grado medio
450,1.9703666637136685,1.982185165582172,No,Bachiller
451,1.773813402726529,1.8554997694704662,No,Grado medio
452,1.7436106515633694,1.873389725850843,No,Secundaria
453,1.9684496846676949,1.5939738054298298,No,Grado medio
454,1.7633825089758384,1.8168764381008629,Si,Universidad
455,1.415285692307213,2.1018078875701742,Si,Master
456,1.7538413829489692,1.8100015843207584,No,Doctorado
457,2.402224859954534,2.5143078357159565,No,Universidad
458,1.8612460456710116,2.0504452116609277,Si,Master
459,1.3835202412286833,1.806789670012898,Si,Master
460,2.0936059032085472,1.687391843389374,Si,Master
461,2.4047563165549524,2.0678559849466427,Si,Master
462,2.593334131052583,2.2463549858352585,Si,Bachiller
463,2.210721807265936,1.6316553598114851,No,Master
464,1.6606912092781838,1.4166792696479922,Si,Universidad
465,1.8833376248140632,1.4668332796409576,No,Doctorado
466,1.930611530201213,2.58650495832389,Si,Bachiller
467,1.396248750288903,2.1042704662745058,Si,Doctorado
468,2.101157628124294,2.2527174063180526,No,Bachiller
469,2.5414903266260107,1.9151718918046585,No,Bachiller
470,1.4897015625235825,2.299065000108556,No,Master
471,1.884813101691229,1.8595694627947577,Si,Grado medio
472,1.3884336181915924,2.418481115080642,No,Master
473,2.6553254519544627,1.1751325759533349,Si,Bachiller
474,2.149126956212856,1.9782953554975713,No,Grado medio
475,1.66926538369341,2.4205755495058696,No,Master
476,2.873115111545969,1.982130696707075,Si,Master
477,1.8823801732838858,2.6022969462699237,Si,Universidad
478,1.9872291173984276,2.4539120832630408,No,Secundaria
479,2.244011752769451,2.0902859263885123,Si,Secundaria
480,3.0497450237734345,2.0324325266318755,Si,Doctorado
481,1.4791959603261184,1.8430626302371804,No,Bachiller
482,2.4038586304558507,1.6158632372997626,No,Secundaria
483,1.6844792087906884,1.770466349400956,Si,Secundaria
484,2.05377656550959,2.0251745479227927,No,Master
485,2.527501563750049,1.7124009383631569,Si,Grado medio
486,2.532166849318422,1.234401706780743,No,Secundaria
487,1.9969125876699971,1.533498746004888,No,Bachiller
488,1.4400296650257873,1.80227675624604,No,Master
489,0.87748762732338,2.3384955688575904,Si,Bachiller
490,1.961086680644814,2.4630208218535405,Si,Grado medio
491,2.3529192456163925,2.0900715771181972,Si,Universidad
492,2.3039150308791374,1.778142406746921,No,Secundaria
493,2.323558651678773,2.04288181899994,No,Doctorado
494,1.5087964459709582,2.0025023518595435,Si,Secundaria
495,2.1950537306072513,2.1711681725285725,No,Bachiller
496,2.1801129394413525,1.4390006729851623,Si,Doctorado
497,1.9488014370835935,2.0746446824737164,No,Master
498,2.0560160046389573,2.3088887530503457,Si,Master
499,1.9387257177432,1.7054683818007166,No,Doctorado
500,1.6969810510064212,2.6878487668738322,No,Secundaria
501,1.5433341741631212,1.959798367874471,No,Secundaria
502,1.7520882937564553,2.424238324382085,Si,Grado medio
503,1.2944825125570085,2.020864955445516,No,Master
504,1.2484508020666614,1.1288561972023687,Si,Grado medio
505,2.987647646712913,2.750325744179583,No,Master
506,1.9408249755558284,1.491012553372867,Si,Secundaria
507,1.3295927567091208,2.3013065839684232,No,Doctorado
508,2.051409515135605,1.6909056419932296,Si,Bachiller
509,2.370844726431999,2.294733771512628,Si,Secundaria
510,2.570691532132268,2.413777954620267,Si,Grado medio
511,2.080577379039262,2.176549831756816,No,Master
512,2.811706225593537,0.9240549308198143,Si,Master
513,2.4439133313431913,2.0395918847155627,No,Secundaria
